nombre_equipo,nombre_jugador,fecha_inicio,fecha_fin
US Lecce,Tiago Gabriel,28/01/2025,al presente
US Lecce,Sebastian Esposito,01/07/2024,al presente
US Lecce,Elijah Scott,01/02/2025,al presente
US Lecce,Antonino Gallo,25/07/2019,21/01/2020
US Lecce,Antonino Gallo,31/08/2020,al presente
Inter,Marco Sala,30/06/2019,01/07/2019
Como 1907,Marco Sala,24/07/2023,03/02/2025
US Lecce,Marco Sala,03/02/2025,30/06/2025
Como 1907,Marco Sala,30/06/2025,al presente
US Lecce,Vernon Addo,01/07/2024,al presente
US Lecce,Frederic Guilbert,27/08/2024,al presente
US Lecce,Danilo Veiga,28/01/2025,al presente
US Lecce,Ylber Ramadani,04/08/2023,al presente
US Lecce,Balthazar Pierret,01/07/2024,al presente
US Lecce,Thorir Johann Helgason,15/07/2021,31/08/2023
US Lecce,Thorir Johann Helgason,30/06/2024,al presente
US Lecce,Lassana Coulibaly,14/08/2024,al presente
US Lecce,Mohamed Kaba,14/08/2023,al presente
US Lecce,Hamza Rafia,18/07/2023,al presente
US Lecce,Medon Berisha,01/07/2022,al presente
US Lecce,Joan Gonzalez,01/07/2022,01/07/2025
US Lecce,Filip Marchwinski,26/07/2024,al presente
US Lecce,Lameck Banda,04/08/2022,al presente
Bologna FC,Jesper Karlsson,23/08/2023,04/01/2025
US Lecce,Jesper Karlsson,04/01/2025,30/06/2025
Bologna FC,Jesper Karlsson,30/06/2025,al presente
US Lecce,Tete Morente,01/07/2024,al presente
ACF Fiorentina,Ante Rebic,28/08/2013,03/08/2014
ACF Fiorentina,Ante Rebic,30/06/2015,14/01/2016
Hellas Verona,Ante Rebic,14/01/2016,30/06/2016
ACF Fiorentina,Ante Rebic,30/06/2016,05/07/2016
ACF Fiorentina,Ante Rebic,30/06/2017,31/08/2017
ACF Fiorentina,Ante Rebic,30/06/2018,01/07/2018
AC Milan,Ante Rebic,02/09/2019,11/09/2020
AC Milan,Ante Rebic,12/09/2020,31/07/2023
US Lecce,Ante Rebic,26/08/2024,al presente
Parma Calcio 1913,Nicola Sansone,02/07/2011,31/08/2011
Parma Calcio 1913,Nicola Sansone,30/06/2012,21/01/2014
Bologna FC,Nicola Sansone,04/01/2019,30/06/2019
Bologna FC,Nicola Sansone,01/07/2019,01/07/2023
US Lecce,Nicola Sansone,11/09/2023,al presente
US Lecce,Santiago Pierotti,16/01/2024,al presente
US Lecce,Konan Ndri,02/02/2025,al presente
US Lecce,Jeppe Corfitzen,01/07/2023,01/07/2025
US Lecce,Nikola Krstovic,18/08/2023,al presente
US Lecce,Rares Burnete,01/07/2023,al presente
US Lecce,Joel Voelkerling Persson,13/07/2022,29/08/2023
US Lecce,Joel Voelkerling Persson,30/06/2024,17/08/2024
US Lecce,Joel Voelkerling Persson,31/12/2024,al presente
Inter,Filip Stankovic,01/09/2020,04/08/2021
Inter,Filip Stankovic,30/06/2023,11/08/2023
Inter,Filip Stankovic,30/06/2024,12/08/2024
Venezia FC,Filip Stankovic,12/08/2024,30/06/2025
Inter,Filip Stankovic,30/06/2025,al presente
Inter,Ionut Radu,01/07/2016,15/07/2017
Inter,Ionut Radu,30/06/2018,01/07/2018
Genoa CFC,Ionut Radu,01/07/2018,30/06/2019
Inter,Ionut Radu,30/06/2019,01/07/2019
Genoa CFC,Ionut Radu,01/07/2019,12/07/2019
Inter,Ionut Radu,12/07/2019,13/07/2019
Genoa CFC,Ionut Radu,13/07/2019,29/01/2020
Inter,Ionut Radu,29/01/2020,30/01/2020
Parma Calcio 1913,Ionut Radu,30/01/2020,31/08/2020
Inter,Ionut Radu,31/08/2020,08/07/2022
Inter,Ionut Radu,24/01/2023,25/01/2023
Inter,Ionut Radu,30/06/2023,27/07/2023
Inter,Ionut Radu,30/06/2024,03/02/2025
Venezia FC,Ionut Radu,03/02/2025,01/07/2025
Venezia FC,Jesse Joronen,01/07/2022,al presente
Venezia FC,Matteo Grandi,13/07/2023,al presente
Venezia FC,Jay Idzes,01/07/2023,al presente
Venezia FC,Joel Schingtienne,28/08/2024,al presente
Venezia FC,Michael Svoboda,01/09/2020,al presente
Venezia FC,Fali Cande,22/01/2025,30/06/2025
Genoa CFC,Alessandro Marcandalli,30/06/2023,01/07/2023
Genoa CFC,Alessandro Marcandalli,30/06/2024,29/01/2025
Venezia FC,Alessandro Marcandalli,29/01/2025,30/06/2025
Genoa CFC,Alessandro Marcandalli,30/06/2025,al presente
Venezia FC,Marin Sverko,31/01/2023,30/06/2023
Venezia FC,Marin Sverko,07/07/2023,al presente
Venezia FC,Ridgeciano Haps,31/08/2021,31/01/2023
Genoa CFC,Ridgeciano Haps,31/01/2023,30/06/2024
Venezia FC,Ridgeciano Haps,30/06/2024,al presente
Inter,Franco Carboni,01/07/2022,11/07/2022
Cagliari Calcio,Franco Carboni,11/07/2022,23/01/2023
Inter,Franco Carboni,23/01/2023,24/01/2023
AC Monza,Franco Carboni,24/01/2023,08/01/2024
Inter,Franco Carboni,08/01/2024,09/01/2024
Inter,Franco Carboni,30/06/2024,12/07/2024
Inter,Franco Carboni,23/08/2024,30/08/2024
Venezia FC,Franco Carboni,30/08/2024,30/06/2025
Inter,Franco Carboni,30/06/2025,al presente
Venezia FC,Richie Sagrado,03/08/2024,al presente
Hellas Verona,Francesco Zampano,05/07/2013,15/07/2013
Hellas Verona,Francesco Zampano,30/06/2014,28/08/2014
Hellas Verona,Francesco Zampano,30/06/2015,23/07/2015
Udinese Calcio,Francesco Zampano,26/01/2018,30/06/2018
Venezia FC,Francesco Zampano,01/07/2022,al presente
Venezia FC,Cheick Conde,08/01/2025,al presente
Parma Calcio 1913,Hans Nicolussi Caviglia,05/10/2020,30/06/2021
Juventus,Hans Nicolussi Caviglia,01/07/2023,22/08/2024
Venezia FC,Hans Nicolussi Caviglia,22/08/2024,30/06/2025
Juventus,Hans Nicolussi Caviglia,30/06/2025,01/07/2025
Venezia FC,Hans Nicolussi Caviglia,01/07/2025,al presente
Venezia FC,Gianluca Busio,09/08/2021,al presente
Venezia FC,Kike Perez,29/01/2025,al presente
Venezia FC,Mikael Egill Ellertsson,26/01/2023,30/01/2025
Genoa CFC,Mikael Egill Ellertsson,30/01/2025,31/01/2025
Venezia FC,Mikael Egill Ellertsson,31/01/2025,30/06/2025
Genoa CFC,Mikael Egill Ellertsson,30/06/2025,al presente
Inter,Alfred Duncan,01/07/2012,24/01/2013
Inter,Alfred Duncan,30/06/2013,20/08/2013
Inter,Alfred Duncan,30/06/2014,19/07/2014
Inter,Alfred Duncan,30/06/2015,01/07/2015
ACF Fiorentina,Alfred Duncan,31/01/2020,31/08/2020
ACF Fiorentina,Alfred Duncan,01/09/2020,17/01/2021
Cagliari Calcio,Alfred Duncan,17/01/2021,30/06/2021
ACF Fiorentina,Alfred Duncan,30/06/2021,26/07/2024
Venezia FC,Alfred Duncan,26/07/2024,al presente
Venezia FC,Issa Doumbia,01/07/2024,al presente
Venezia FC,Domen Crnigoj,01/09/2020,26/01/2023
Venezia FC,Domen Crnigoj,30/06/2023,01/09/2023
Venezia FC,Domen Crnigoj,30/06/2024,al presente
Venezia FC,Bjarki Bjarkason,01/09/2020,14/01/2022
Venezia FC,Bjarki Bjarkason,30/06/2022,20/01/2023
Venezia FC,Bjarki Bjarkason,30/06/2023,al presente
Inter,Gaetano Oristanio,30/06/2023,20/07/2023
Cagliari Calcio,Gaetano Oristanio,20/07/2023,30/06/2024
Inter,Gaetano Oristanio,30/06/2024,13/07/2024
Venezia FC,Gaetano Oristanio,13/07/2024,al presente
Venezia FC,John Yeboah,30/08/2024,al presente
Venezia FC,Saad El Haddad,01/07/2024,al presente
SSC Napoli,Alessio Zerbin,01/07/2018,18/07/2018
SSC Napoli,Alessio Zerbin,30/06/2019,24/07/2019
SSC Napoli,Alessio Zerbin,30/06/2020,17/09/2020
SSC Napoli,Alessio Zerbin,30/06/2021,28/07/2021
SSC Napoli,Alessio Zerbin,30/06/2022,25/01/2024
AC Monza,Alessio Zerbin,25/01/2024,30/06/2024
SSC Napoli,Alessio Zerbin,30/06/2024,18/01/2025
Venezia FC,Alessio Zerbin,18/01/2025,30/06/2025
SSC Napoli,Alessio Zerbin,30/06/2025,al presente
Venezia FC,Daniel Fila,03/02/2025,al presente
AC Monza,Christian Gytkjaer,01/08/2020,20/07/2023
Venezia FC,Christian Gytkjaer,20/07/2023,al presente
AC Monza,Mirko Maric,01/09/2020,17/08/2021
AC Monza,Mirko Maric,30/06/2022,31/01/2024
AC Monza,Mirko Maric,30/06/2024,03/02/2025
Venezia FC,Mirko Maric,03/02/2025,30/06/2025
AC Monza,Mirko Maric,30/06/2025,al presente
AC Monza,Stefano Turati,23/08/2024,30/06/2025
AC Monza,Semuel Pizzignacco,05/08/2024,02/02/2025
AC Monza,Semuel Pizzignacco,03/02/2025,al presente
AC Monza,Andrea Mazza,01/07/2024,al presente
Cagliari Calcio,Andrea Carboni,01/06/2020,01/07/2022
AC Monza,Andrea Carboni,01/07/2022,31/01/2023
Venezia FC,Andrea Carboni,31/01/2023,30/06/2023
AC Monza,Andrea Carboni,30/06/2023,al presente
SSC Napoli,Armando Izzo,01/12/2011,01/01/2012
Genoa CFC,Armando Izzo,14/07/2014,04/07/2018
Torino FC,Armando Izzo,04/07/2018,01/09/2022
AC Monza,Armando Izzo,01/09/2022,30/06/2023
Torino FC,Armando Izzo,30/06/2023,05/07/2023
AC Monza,Armando Izzo,05/07/2023,al presente
AC Monza,Stefan Lekovic,17/01/2025,30/06/2025
Inter,Luca Caldirola,01/07/2010,02/07/2010
Inter,Luca Caldirola,30/06/2011,04/01/2012
Inter,Luca Caldirola,30/06/2012,01/07/2012
Inter,Luca Caldirola,01/07/2013,02/07/2013
AC Monza,Luca Caldirola,17/07/2021,al presente
ACF Fiorentina,Danilo Dambrosio,01/07/2007,01/01/2008
Torino FC,Danilo Dambrosio,01/01/2010,30/01/2014
Inter,Danilo Dambrosio,30/01/2014,02/08/2023
AC Monza,Danilo Dambrosio,02/08/2023,01/07/2025
AC Monza,Arvid Brorsson,29/01/2025,al presente
AC Monza,Samuele Birindelli,07/07/2022,al presente
Genoa CFC,Pedro Pereira,24/01/2018,30/06/2019
AC Monza,Pedro Pereira,23/07/2021,30/06/2022
AC Monza,Pedro Pereira,01/07/2022,18/08/2022
AC Monza,Pedro Pereira,30/06/2023,al presente
AC Monza,Leonardo Colombo,20/11/2024,al presente
AC Monza,Matteo Pessina,02/01/2015,01/07/2015
AC Milan,Matteo Pessina,01/07/2015,10/08/2015
US Lecce,Matteo Pessina,10/08/2015,18/01/2016
AC Milan,Matteo Pessina,18/01/2016,19/01/2016
AC Milan,Matteo Pessina,30/06/2016,15/07/2016
Como 1907,Matteo Pessina,15/07/2016,30/06/2017
AC Milan,Matteo Pessina,30/06/2017,07/07/2017
Atalanta,Matteo Pessina,07/07/2017,25/08/2017
Atalanta,Matteo Pessina,30/06/2018,26/08/2019
Hellas Verona,Matteo Pessina,26/08/2019,31/08/2020
Atalanta,Matteo Pessina,31/08/2020,06/07/2022
AC Monza,Matteo Pessina,06/07/2022,30/06/2023
Atalanta,Matteo Pessina,30/06/2023,01/07/2023
AC Monza,Matteo Pessina,01/07/2023,al presente
Bologna FC,Kacper Urbanski,01/07/2022,25/01/2025
AC Monza,Kacper Urbanski,25/01/2025,30/06/2025
Bologna FC,Kacper Urbanski,30/06/2025,al presente
ACF Fiorentina,Alessandro Bianco,01/07/2022,13/07/2023
ACF Fiorentina,Alessandro Bianco,30/06/2024,30/08/2024
AC Monza,Alessandro Bianco,30/08/2024,30/06/2025
ACF Fiorentina,Alessandro Bianco,30/06/2025,al presente
ACF Fiorentina,Gaetano Castrovilli,01/07/2017,11/07/2017
ACF Fiorentina,Gaetano Castrovilli,30/06/2019,19/07/2024
Lazio Roma,Gaetano Castrovilli,19/07/2024,31/01/2025
AC Monza,Gaetano Castrovilli,31/01/2025,30/06/2025
Lazio Roma,Gaetano Castrovilli,30/06/2025,al presente
AC Milan,Kevin Zeroli,01/07/2024,03/02/2025
AC Monza,Kevin Zeroli,03/02/2025,30/06/2025
AC Milan,Kevin Zeroli,30/06/2025,al presente
Atalanta,Roberto Gagliardini,01/07/2013,17/01/2014
Atalanta,Roberto Gagliardini,30/06/2014,01/09/2014
Atalanta,Roberto Gagliardini,30/06/2015,28/07/2015
Atalanta,Roberto Gagliardini,28/01/2016,11/01/2017
Inter,Roberto Gagliardini,11/01/2017,31/07/2017
Atalanta,Roberto Gagliardini,31/07/2017,01/08/2017
Inter,Roberto Gagliardini,01/08/2017,07/07/2023
AC Monza,Roberto Gagliardini,07/07/2023,al presente
Inter,Stefano Sensi,02/07/2019,31/08/2020
Inter,Stefano Sensi,01/09/2020,28/01/2022
Inter,Stefano Sensi,30/06/2022,02/07/2022
AC Monza,Stefano Sensi,02/07/2022,30/06/2023
Inter,Stefano Sensi,30/06/2023,08/08/2024
AC Monza,Stefano Sensi,08/08/2024,al presente
Lazio Roma,Jean Daniel Akpa Akpro,18/09/2020,01/09/2022
Empoli FC,Jean Daniel Akpa Akpro,01/09/2022,30/06/2023
Lazio Roma,Jean Daniel Akpa Akpro,30/06/2023,26/08/2023
AC Monza,Jean Daniel Akpa Akpro,26/08/2023,30/06/2024
Lazio Roma,Jean Daniel Akpa Akpro,30/06/2024,02/01/2025
AC Monza,Jean Daniel Akpa Akpro,02/01/2025,30/06/2025
Lazio Roma,Jean Daniel Akpa Akpro,30/06/2025,al presente
AC Monza,Patrick Ciurria,31/07/2021,al presente
Bologna FC,Georgios Kyriakopoulos,31/01/2023,30/06/2023
AC Monza,Georgios Kyriakopoulos,28/07/2023,30/06/2024
AC Monza,Georgios Kyriakopoulos,01/07/2024,01/07/2025
AC Monza,Samuele Vignato,11/08/2021,al presente
Lazio Roma,Keita Balde,01/07/2013,29/08/2017
Inter,Keita Balde,13/08/2018,30/06/2019
Cagliari Calcio,Keita Balde,31/08/2021,26/08/2022
AC Monza,Keita Balde,13/02/2025,al presente
AC Monza,Omari Forson,01/07/2024,al presente
AC Monza,Kevin Martins,02/01/2025,al presente
AC Monza,Dany Mota,20/01/2020,30/06/2020
AC Monza,Dany Mota,01/07/2020,al presente
AS Roma,Gianluca Caprari,01/07/2011,01/01/2012
AS Roma,Gianluca Caprari,30/06/2012,01/07/2012
AS Roma,Gianluca Caprari,01/07/2013,24/01/2014
Inter,Gianluca Caprari,08/07/2016,09/07/2016
Inter,Gianluca Caprari,30/06/2017,01/07/2017
Parma Calcio 1913,Gianluca Caprari,31/01/2020,31/08/2020
Hellas Verona,Gianluca Caprari,31/08/2021,30/06/2022
Hellas Verona,Gianluca Caprari,01/07/2022,21/07/2022
AC Monza,Gianluca Caprari,21/07/2022,30/06/2023
Hellas Verona,Gianluca Caprari,30/06/2023,01/07/2023
AC Monza,Gianluca Caprari,01/07/2023,al presente
AC Monza,Silvere Ganvoula,02/02/2025,al presente
AC Milan,Andrea Petagna,01/07/2013,02/09/2013
AC Milan,Andrea Petagna,14/01/2014,16/07/2014
AC Milan,Andrea Petagna,12/01/2015,13/01/2015
AC Milan,Andrea Petagna,30/06/2015,30/08/2015
AC Milan,Andrea Petagna,24/01/2016,25/01/2016
Atalanta,Andrea Petagna,25/01/2016,26/01/2016
Atalanta,Andrea Petagna,30/06/2016,19/07/2018
Atalanta,Andrea Petagna,30/06/2019,01/07/2019
SSC Napoli,Andrea Petagna,30/01/2020,31/01/2020
SSC Napoli,Andrea Petagna,31/08/2020,12/08/2022
AC Monza,Andrea Petagna,12/08/2022,30/06/2023
SSC Napoli,Andrea Petagna,30/06/2023,01/07/2023
AC Monza,Andrea Petagna,01/07/2023,30/08/2023
Cagliari Calcio,Andrea Petagna,30/08/2023,30/06/2024
AC Monza,Andrea Petagna,30/06/2024,al presente

